BGFIPS10,Drunk,DrunkP1k,Bars,BarPSqMi,RetailPSqMi,Pop,PopDens1k,pMale,pHHPov,VacantHU,SqMiles
060750154005,1.0,0.72202166065,0.0,0.0,25.8547204125,1385,17.9043938857,44.6931407942,2.44328097731,8.02568218299,0.0773553133853
060750155001,3.0,1.78677784395,4.0,92.7105645395,463.552822697,1679,38.9152594654,46.3966646814,19.5099818512,11.0573042776,0.0431450290468
060750155002,3.0,1.94300518135,1.0,23.5172299856,352.758449784,1544,36.3106030977,41.9041450777,27.6286353468,0.0,0.0425220147361
060750155003,3.0,4.31654676259,0.0,0.0,84.5451531936,695,19.5862938232,38.9928057554,20.6896551724,0.0,0.0354839974461
060750156001,2.0,3.25732899023,1.0,35.0907893624,175.453946812,614,21.5457446685,51.9543973941,8.63309352518,9.15032679739,0.0284975065586
060750156002,2.0,1.53022188217,0.0,0.0,30.8643231735,1307,40.3396703878,47.4368783474,15.0495049505,15.5518394649,0.0323998681059
060750156003,2.0,1.8281535649,0.0,0.0,56.8279145897,1094,20.723246187,51.1882998172,20.2268431002,3.81818181818,0.0527909570791
060750157001,1.0,0.797448165869,0.0,0.0,0.0,1254,13.7981827077,54.4657097289,9.67741935484,5.38599640934,0.0908815332107
060750157002,2.0,0.913242009132,0.0,0.0,0.0,2190,45.6907621591,58.3105022831,14.7577092511,3.71155885472,0.047930914183
060750157003,4.0,2.39234449761,1.0,9.49951734993,113.994208199,1672,15.8831930091,35.8253588517,2.92887029289,1.64609053498,0.10526850609
060750157004,0.0,0.0,0.0,0.0,0.0,3257,40.9836177847,39.422781701,16.2213740458,11.186440678,0.0794707782292
060750158011,2.0,6.17283950617,0.0,0.0,0.0,324,8.60979800654,54.6296296296,7.28476821192,0.0,0.0376315448694
060750158012,2.0,1.05485232068,0.0,0.0,34.0173674022,1896,32.2484642973,50.8966244726,10.8695652174,0.412371134021,0.0587934973437
060750158013,1.0,0.658761528327,0.0,0.0,27.932961752,1518,42.4022359396,49.5388669302,17.9755671902,10.0470957614,0.0357999989001
060750158021,0.0,0.0,0.0,0.0,67.2017953094,1537,51.6445796953,49.642160052,9.2866756393,5.71065989848,0.0297611096667
060750158022,5.0,3.84615384615,2.0,56.2449403464,56.2449403464,1300,36.5592112251,60.6153846154,17.9419525066,14.2533936652,0.0355587540441
060750159001,2.0,0.946073793756,0.0,0.0,0.0,2114,27.9906901488,46.5468306528,19.8122065728,1.75276752768,0.0755251116983
060750159002,10.0,5.08388408744,1.0,25.8049324939,103.219729976,1967,50.7583022156,45.9074733096,31.2558139535,15.2876280536,0.0387522811863
060750160001,4.0,1.56739811912,1.0,16.4260650429,32.8521300858,2552,41.9193179895,53.1347962382,9.84107579462,9.96147495872,0.0608788530538
060750161001,0.0,0.0,0.0,0.0,0.0,839,17.6672258785,45.6495828367,7.14285714286,8.94308943089,0.0474890628427
060750161002,1.0,0.766283524904,0.0,0.0,0.0,1305,44.1841333051,52.7969348659,21.2226066897,7.37179487179,0.02953548938
060750161003,4.0,3.88349514563,0.0,0.0,56.1103617461,1030,28.8968362992,45.0485436893,54.6153846154,0.0,0.0356440403833
060750161004,12.0,6.27943485086,0.0,0.0,0.0,1911,64.2171955488,37.9905808477,47.9423868313,3.37972166998,0.0297583845521
060750162001,2.0,3.1007751938,4.0,85.5540344405,106.942543051,645,13.7955880535,64.3410852713,15.4506437768,11.7424242424,0.0467540780065
060750162002,2.0,1.92122958694,1.0,28.6394569183,85.918370755,1041,29.813674652,65.1296829971,12.3266563945,3.5661218425,0.034916863223
060750162003,1.0,1.08932461874,2.0,85.3372635238,170.674527048,918,39.1698039574,49.0196078431,14.4444444444,13.1274131274,0.0234364205907
060750163001,0.0,0.0,0.0,0.0,0.0,691,29.0380203547,44.2836468886,27.1794871795,17.8947368421,0.0237963880306
060750163002,1.0,0.821018062397,0.0,0.0,84.26862238,1218,51.3195910294,48.7684729064,32.8990228013,2.38473767886,0.0237336263904
060750163003,1.0,0.352236703064,0.0,0.0,0.0,2839,59.6065425862,63.8605142656,10.7317073171,6.22140896615,0.0476289997175
060750164001,4.0,1.69851380042,2.0,27.7428788904,124.842955007,2355,32.6672398934,55.3715498938,10.4046242775,6.90582959641,0.0720905717069
060750164002,5.0,2.80898876404,0.0,0.0,106.409405124,1780,37.8817482243,48.4269662921,16.4331210191,3.20591861899,0.0469883277155
060750165001,2.0,0.928505106778,0.0,0.0,27.8000166319,2154,59.8812358251,55.5710306407,23.3632862644,0.0,0.0359712015011
060750165002,8.0,6.06980273141,1.0,27.8184770218,166.910862131,1318,36.6647527147,40.5159332322,7.82029950083,0.0,0.035947330949
060750165003,1.0,0.881057268722,0.0,0.0,83.483900843,1135,31.5847424856,40.7929515419,2.39043824701,12.8472222222,0.0359350721481
060750165004,4.0,3.38983050847,0.0,0.0,0.0,1180,32.7850065099,41.3559322034,18.1494661922,0.0,0.0359920623973
060750166001,30.0,15.756302521,0.0,0.0,27.5910847645,1904,52.5334253916,59.243697479,11.3636363636,4.34782608696,0.0362435913098
060750166002,17.0,15.2193375112,4.0,150.038515191,375.096287977,1117,41.898255367,68.218442256,13.3495145631,18.0914512922,0.0266598212793
060750166003,64.0,46.4104423495,3.0,87.2040558342,203.47613028,1379,40.0847976651,52.5018129079,7.18654434251,12.4497991968,0.0344020696205
060750166004,40.0,35.1802990325,2.0,56.1737692422,337.042615453,1137,31.9347878142,55.4969217238,19.9095022624,3.0701754386,0.0356038063135
060750167001,0.0,0.0,2.0,56.5989117866,56.5989117866,1736,49.1278554308,62.3271889401,3.18906605923,7.7731092437,0.0353363684365
060750167002,3.0,6.07287449393,0.0,0.0,0.0,494,16.8823001613,48.7854251012,3.6496350365,0.0,0.0292614155227
060750167003,0.0,0.0,0.0,0.0,0.0,1275,14.4839116629,67.0588235294,12.5468164794,2.1978021978,0.0880287058961
060750167004,1.0,0.687285223368,1.0,27.7726327015,138.863163508,1455,40.4091805807,56.4261168385,4.06504065041,5.14138817481,0.0360066692541
060750168011,9.0,7.4318744839,4.0,135.789159851,237.63102974,1211,41.1101681449,65.9785301404,5.01567398119,3.9156626506,0.0294574324223
060750168012,2.0,1.70648464164,0.0,0.0,94.5362491058,1172,55.398241976,55.1194539249,12.8301886792,6.02836879433,0.0211559060034
060750168013,0.0,0.0,1.0,27.7504105503,27.7504105503,946,26.2518883806,58.245243129,11.2936344969,6.16570327553,0.0360355029049
060750168021,6.0,6.86498855835,0.0,0.0,173.598348873,874,25.2874928191,60.5263157895,13.7184115523,14.3740340031,0.0345625407094
060750168022,0.0,0.0,0.0,0.0,0.0,1300,43.9663330507,60.0,25.7627118644,14.3686502177,0.0295680787957
060750168023,1.0,1.27713920817,0.0,0.0,0.0,783,41.7262851454,61.9412515964,7.62331838565,29.541864139,0.0187651500073
060750169001,11.0,6.05060506051,4.0,65.7438720047,180.795648013,1818,29.8805898261,67.6567656766,8.04828973843,10.9318996416,0.0608421724798
060750169002,7.0,5.81878636741,2.0,36.9724298241,184.86214912,1203,22.2389165392,61.7622610141,0.821018062397,9.375,0.054094361921
060750170001,0.0,0.0,0.0,0.0,0.0,1012,25.1321630036,65.1185770751,9.98248686515,0.0,0.0402671270219
060750170002,2.0,0.919963201472,0.0,0.0,27.9703187813,2174,20.2691576769,66.4673413063,3.58306188925,14.7222222222,0.107256553758
060750170003,0.0,0.0,0.0,0.0,0.0,671,19.0463230982,65.8718330849,5.29247910864,0.0,0.0352298969486
060750171011,2.0,1.61030595813,0.0,0.0,23.8568323537,1242,29.6301857833,51.2882447665,1.76056338028,14.1993957704,0.0419167132155
060750171012,1.0,0.90661831369,0.0,0.0,0.0,1103,25.0522395153,56.1196736174,4.7138047138,10.9445277361,0.044027999945
060750171013,1.0,0.825082508251,0.0,0.0,0.0,1212,34.7799678246,46.7821782178,1.18845500849,7.53532182104,0.034847645809
060750171021,7.0,6.20567375887,2.0,51.21795246,128.04488115,1128,28.8869251875,52.7482269504,3.47682119205,4.12698412698,0.0390488081608
060750171022,0.0,0.0,0.0,0.0,0.0,695,23.8991446454,48.0575539568,13.1944444444,19.1011235955,0.0290805386683
060750171023,4.0,1.9617459539,0.0,0.0,87.4915033825,2039,44.5987938492,44.7278077489,10.071942446,4.24799081515,0.0457187251945
060750176011,50.0,5.49225657294,0.0,0.0,76.5319587795,0,0.0,50.7778116617,12.6133117458,7.41998334939,0.0522657470656
060750176012,77.0,31.3262815297,2.0,47.8418247464,167.446386612,2458,58.7976026133,62.1643612693,41.2587412587,12.3188405797,0.0418044255335
060750176013,65.0,30.545112782,3.0,42.2371226946,197.106572575,2128,29.9601990314,53.477443609,17.0833333333,28.4009546539,0.0710275655302
060750176014,6.0,5.32386867791,3.0,66.2699480539,176.719861477,1127,24.8954104856,53.7710736469,34.7087378641,27.8458844133,0.0452693881329
060750176015,146.0,96.8812209688,3.0,89.9031671927,479.483558361,1507,45.1613576532,56.4698075647,42.774566474,23.1111111111,0.0333692359644
060750177001,9.0,33.8345864662,1.0,5.74111505843,51.6700355259,266,1.52713660554,53.7593984962,3.77358490566,17.8294573643,0.174182191059
060750177002,33.0,23.7752161383,6.0,34.4959570563,264.469004098,1388,7.98006473235,62.1757925072,12.8410914928,12.2535211268,0.173933426176
060750178011,9.0,7.99289520426,1.0,24.3106965116,145.864179069,1126,27.373844272,25.3996447602,66.4071190211,6.54885654886,0.0411341567085
060750178012,17.0,8.76288659794,0.0,0.0,96.9514950103,1940,47.02147508,45.3608247423,29.4427710843,13.1458469588,0.0412577443966
060750178021,73.0,24.4638069705,7.0,56.7424520101,202.651614322,2984,24.1884966854,47.8887399464,13.4064080944,20.6157965194,0.123364425611
060750178022,20.0,15.1171579743,7.0,96.1639155689,82.4262133447,1323,18.1749800425,58.7301587302,34.9782293179,21.8820861678,0.0727923770428
060750179021,1.0,0.324359390204,0.0,0.0,0.0,3083,3.17858298765,53.5841712618,31.6878980892,25.2380952381,0.969929057061
060750180001,25.0,13.8966092273,5.0,30.2902452526,193.857569617,1799,10.8984302419,66.259032796,1.02156640182,7.74869109948,0.165069643983
060750180002,122.0,85.1360781577,0.0,0.0,126.793083956,1433,7.26777957234,75.1570132589,12.7118644068,23.6245954693,0.197171637601
060750201001,14.0,11.2994350282,2.0,26.1282114509,130.641057254,1239,16.1864269938,63.9225181598,7.57341576507,11.4911080711,0.0765456144505
060750201002,6.0,4.18410041841,0.0,0.0,222.972361741,1434,39.9677958421,60.7391910739,10.5354058722,8.24088748019,0.035878886233
060750201003,17.0,15.4545454545,1.0,37.2578147001,186.289073501,1100,40.9835961702,59.1818181818,29.5942720764,7.70925110132,0.0268400068026
060750201004,71.0,47.8436657682,4.0,120.831703996,422.910963985,1484,44.8285621824,71.5633423181,45.8878504673,15.0119142176,0.0331038946545
060750202001,8.0,7.85083415113,1.0,32.2848660173,258.278928139,1019,32.8982784717,66.6339548577,16.3580246914,20.0,0.0309742651391
060750202002,0.0,0.0,1.0,21.8809689425,0.0,2454,53.6958977848,59.0464547677,14.1166525782,1.33444537114,0.0457018152455
060750202003,25.0,10.0441944556,7.0,126.482328175,234.895752326,2489,44.9735021184,67.8987545199,15.4509803922,7.40740740741,0.0553436997957
060750203001,7.0,6.08695652174,1.0,29.2961390752,146.480695376,1150,33.6905599364,65.7391304348,7.16417910448,12.7604166667,0.0341341907694
060750203002,5.0,6.69344042838,0.0,0.0,27.7113974697,747,20.7004139099,63.453815261,20.4134366925,6.74698795181,0.0360862349541
060750203003,25.0,21.8340611354,2.0,52.6920031086,289.806017098,1145,30.1661717797,61.2227074236,11.5059221658,6.19047619048,0.0379564237836
060750204011,2.0,1.67364016736,0.0,0.0,21.6672554216,1195,25.8923702288,60.5857740586,2.84697508897,7.86885245902,0.0461525920355
060750204012,0.0,0.0,0.0,0.0,32.7537699437,670,21.9450258623,57.6119402985,0.0,6.27615062762,0.0305308366554
060750204013,1.0,0.816326530612,0.0,0.0,101.725468648,1225,24.9227398188,65.4693877551,0.0,10.2094240838,0.0491518993862
060750204021,0.0,0.0,0.0,0.0,0.0,2277,16.6502645671,61.7039964866,2.6706231454,9.53020134228,0.136754583738
060750204022,0.0,0.0,0.0,0.0,0.0,1851,20.2827076175,68.8816855754,3.0115146147,1.99652777778,0.0912600050698
060750205001,50.0,51.8134715026,3.0,111.882903493,223.765806985,965,35.9890006234,59.170984456,4.37375745527,0.0,0.0268137481809
060750205002,17.0,20.6310679612,4.0,101.232256539,202.464513077,824,20.853844847,64.8058252427,14.5631067961,5.72082379863,0.0395130972752
060750205003,1.0,1.16686114352,0.0,0.0,0.0,857,20.8892233128,66.1610268378,6.03448275862,7.38522954092,0.0410259389335
060750206001,8.0,5.90405904059,0.0,0.0,0.0,1355,16.45466609,65.4612546125,19.8907103825,16.9691470054,0.0823474625733
060750206002,0.0,0.0,0.0,0.0,24.1592176477,1011,24.4249690418,56.3798219585,7.805907173,5.57768924303,0.0413920688403
060750206003,1.0,1.15340253749,0.0,0.0,0.0,867,21.4030830158,57.9008073818,10.4700854701,11.6981132075,0.0405081828333
060750206004,22.0,16.0116448326,5.0,92.8235727227,334.164861802,1374,25.5079177842,67.3944687045,3.4435261708,8.90840652447,0.0538656275916
060750207001,19.0,7.31895223421,2.0,37.0683456465,55.6025184698,2596,48.1147126492,43.0662557781,11.0659072417,3.38050314465,0.0539543906025
060750207002,5.0,2.7352297593,0.0,0.0,18.3609572777,1828,33.5638299036,52.6258205689,7.29270729271,4.21052631579,0.0544633912533
060750207003,1.0,0.997008973081,1.0,37.2254727253,148.901890901,1003,37.3371491434,52.3429710867,4.09683426443,0.0,0.0268633257496
060750208001,22.0,27.989821883,3.0,111.903523324,559.517616618,786,29.3187231108,57.1246819338,32.6633165829,15.8562367865,0.0268088073628
060750208002,12.0,7.58533501896,2.0,60.0606640531,600.606640531,1582,47.507985266,61.8204804046,1.59857904085,17.0839469809,0.0332996651224
060750208003,13.0,7.36543909348,1.0,34.6787658268,589.539019056,1765,61.2080216844,52.9745042493,16.7146974063,3.74479889043,0.0288360896404
060750208004,19.0,9.27281600781,2.0,44.6071758614,490.678934476,2049,45.7000516701,60.6149341142,20.7990599295,3.29545454545,0.0448358355214
060750209001,26.0,12.5120307988,5.0,126.030261283,478.914992875,2078,52.3781765891,45.8132820019,21.2922173275,3.26704545455,0.0396730114586
060750209002,5.0,4.89236790607,0.0,0.0,344.067991915,1022,50.2339268196,65.2641878669,33.5164835165,6.66666666667,0.0203448160378
060750209003,10.0,13.6798905609,2.0,99.2413765945,347.344818081,731,36.2727231453,41.1764705882,2.94117647059,17.0731707317,0.0201528844987
060750209004,55.0,61.6591928251,2.0,49.3694076774,592.432892129,892,22.0187558241,48.2062780269,12.2666666667,11.1374407583,0.0405109174708
060750210001,2.0,2.0942408377,0.0,0.0,149.02409283,955,35.5795021631,75.2879581152,0.0,0.0,0.0268412974308
060750210002,4.0,3.27332242226,0.0,0.0,143.947900119,1222,43.9760834862,67.0212765957,0.0,0.0,0.0277878315467
060750210003,5.0,3.58937544867,0.0,0.0,0.0,1393,33.61726575,51.399856425,2.83783783784,9.75609756098,0.0414370404291
060750210004,1.0,1.01419878296,1.0,38.2937344387,114.881203316,986,37.7576221565,49.2900608519,13.672922252,0.0,0.0261139325965
060750211001,0.0,0.0,0.0,0.0,17.988925417,941,16.9275788174,63.655685441,4.14847161572,7.84708249497,0.05558975741
060750211002,2.0,2.14592274678,1.0,37.0202991755,37.0202991755,932,34.5029188316,40.4506437768,2.69662921348,13.5922330097,0.0270122074178
060750211003,3.0,3.30760749724,1.0,24.8489313893,149.093588336,907,22.5379807701,50.0551267916,8.62831858407,6.99588477366,0.0402431792472
060750211004,0.0,0.0,0.0,0.0,0.0,1213,30.2529439297,51.1953833471,0.0,4.78821362799,0.0400952714824
060750212001,0.0,0.0,0.0,0.0,0.0,859,21.4771491227,50.6402793946,8.28282828283,1.9801980198,0.0399959973781
060750212002,2.0,1.91938579655,0.0,0.0,0.0,1042,19.309801105,54.990403071,6.85185185185,6.73575129534,0.0539622337036
060750212003,0.0,0.0,0.0,0.0,0.0,941,23.8982280967,49.3092454835,9.18114143921,15.5136268344,0.039375304152
060750213001,0.0,0.0,1.0,21.3655205555,64.0965616666,1172,25.0403900911,53.4982935154,0.0,13.9616055846,0.0468043826688
060750213002,1.0,0.687757909216,0.0,0.0,13.6576944257,1454,19.858287695,57.1526822558,2.32896652111,3.51123595506,0.0732188002477
060750214001,1.0,1.25,1.0,35.856658304,143.426633216,800,28.6853266432,44.125,2.61904761905,5.61797752809,0.0278888230889
060750214002,1.0,0.751879699248,0.0,0.0,37.0933181753,1330,24.6670565866,55.037593985,3.44827586207,8.6301369863,0.0539180666056
060750214003,0.0,0.0,0.0,0.0,186.769526609,1329,24.8216700864,48.6832204665,1.22377622378,10.7644305772,0.053541925075
060750215001,0.0,0.0,0.0,0.0,87.8769283597,781,22.877293683,34.9551856594,31.6371681416,11.5459882583,0.0341386534099
060750215002,1.0,0.668449197861,0.0,0.0,48.3279901355,1496,36.1493366213,48.0614973262,9.33147632312,0.0,0.0413838852887
060750215003,1.0,0.941619585687,1.0,28.4474637111,28.4474637111,1062,30.2112064612,51.5065913371,9.8121085595,3.42741935484,0.0351525186975
060750215004,0.0,0.0,0.0,0.0,49.3038657299,844,20.806231338,47.7488151659,0.0,0.0,0.0405647705386
060750215005,0.0,0.0,0.0,0.0,49.0397419104,946,23.1957979236,49.577167019,0.0,8.71212121212,0.0407832488934
060750216001,1.0,0.497265042268,0.0,0.0,0.0,2011,19.9799822631,51.964196917,4.2576419214,9.48616600791,0.100650740001
060750216002,3.0,1.2908777969,0.0,0.0,0.0,2324,17.8602880169,49.2254733219,10.9682947729,4.02960526316,0.130121081911
060750217001,1.0,0.829187396352,1.0,3.5294624392,3.5294624392,1206,4.25653170167,56.6334991708,4.57627118644,4.53074433657,0.283329265356
060750217002,0.0,0.0,0.0,0.0,0.0,1156,17.1209454496,55.7093425606,5.35372848948,1.69172932331,0.0675196357237
060750217003,1.0,0.582411182295,0.0,0.0,0.0,1717,13.7748473556,45.6610366919,18.0285343709,2.65151515152,0.124647479256
060750218001,2.0,1.47819660015,0.0,0.0,18.346654839,1353,24.8230239972,53.5107169254,6.30048465267,0.0,0.0545058490921
060750218002,1.0,0.768049155146,0.0,0.0,18.7979552419,1302,24.4749377249,51.8433179724,8.63039399625,3.61663652803,0.0531972752958
060750218003,0.0,0.0,0.0,0.0,0.0,744,22.883146207,55.1075268817,0.0,0.0,0.0325130116842
060750218004,2.0,2.38379022646,2.0,37.8879308007,246.271550204,839,15.8939869709,46.2455303933,2.44498777506,7.25623582766,0.0527872585738
060750226001,5.0,7.71604938272,2.0,5.82141467719,14.553536693,648,1.88613835541,60.6481481481,5.43806646526,4.61095100865,0.343559102195
060750226002,4.0,3.28407224959,2.0,11.8084151731,35.4252455193,1218,7.19132484043,57.3070607553,1.47329650092,9.80066445183,0.169370738637
060750227021,0.0,0.0,2.0,38.3465000046,76.6930000091,1355,25.9797537531,51.9557195572,5.67107750473,3.99274047187,0.0521559985856
060750227022,3.0,3.1847133758,1.0,17.5458244413,70.1832977652,942,16.5281666237,56.050955414,1.74291938998,10.5263157895,0.0569936171051
060750227041,0.0,0.0,0.0,0.0,0.0,1209,11.5712319726,52.6054590571,7.2131147541,5.86419753086,0.104483256655
060750227042,0.0,0.0,0.0,0.0,9.32656593147,2105,19.6324212857,53.5866983373,2.47770069376,4.26944971537,0.107220600524
060750228011,2.0,1.90839694656,0.0,0.0,83.4902612311,1048,8.74977937702,52.0992366412,13.6524822695,2.92598967298,0.119774448571
060750228012,5.0,2.03583061889,1.0,20.1950329165,100.975164583,2456,49.599000843,54.2345276873,4.40985732815,0.0,0.0495171265198
060750228013,6.0,4.04312668464,3.0,56.5126646822,37.6751097882,1484,27.9549314628,60.6469002695,15.7804459691,10.1694915254,0.0530854458353
060750228021,2.0,3.2414910859,1.0,26.3495886635,52.699177327,617,16.2576962054,41.4910858995,7.85123966942,5.83657587549,0.0379512565744
060750228022,34.0,21.2102308172,0.0,0.0,13.2383993825,1603,21.2211542101,51.7155333749,11.1764705882,16.2561576355,0.0755378328686
060750228031,7.0,3.25884543762,0.0,0.0,56.4088656307,2148,40.3887477916,55.0279329609,14.7135416667,1.41206675225,0.0531831293974
060750228032,3.0,1.81268882175,0.0,0.0,110.296741577,1655,60.8470357701,48.6404833837,13.6268343816,4.79041916168,0.0271993529192
060750228033,3.0,2.66193433895,0.0,0.0,176.578374222,1127,39.8007655496,44.809228039,14.201183432,17.7615571776,0.028316038258
060750229011,31.0,19.2906036092,1.0,25.2503712791,126.251856395,1607,40.5773466454,52.3335407592,16.5784832451,7.80487804878,0.0396033780632
060750229012,9.0,4.92880613363,0.0,0.0,28.5954528408,1826,52.2152968872,58.1051478642,17.7685950413,13.5714285714,0.0349705949952
060750229013,2.0,1.25707102451,0.0,0.0,47.0043874463,1591,74.7839804271,56.1282212445,13.9841688654,0.0,0.0212746097615
060750229021,4.0,3.11769290725,0.0,0.0,387.071160124,1283,38.2009460338,45.5962587685,20.6088992974,11.5942028986,0.0335855556788
060750229022,4.0,3.39847068819,0.0,0.0,0.0,1177,40.5365657775,50.3823279524,7.01298701299,6.55339805825,0.0290355134291
060750229031,5.0,3.76789751319,1.0,30.0473396921,180.284038153,1327,39.8728197715,53.2027128862,28.6956521739,5.54414784394,0.0332808165464
060750229032,3.0,2.89855072464,0.0,0.0,53.9928931061,1035,18.6275481216,48.4057971014,13.4502923977,5.78512396694,0.0555628681372
060750229033,7.0,9.52380952381,0.0,0.0,32.5732357288,735,23.9413282607,41.2244897959,6.73076923077,0.0,0.030700051058
060750230011,0.0,0.0,0.0,0.0,59.814646433,1660,11.032479231,53.2530120482,21.6842105263,11.8738404453,0.150464819851
060750230012,2.0,1.46735143067,0.0,0.0,0.0,1363,35.964119612,53.5583272194,1.70316301703,0.0,0.0378988840741
060750230013,0.0,0.0,0.0,0.0,30.1004497338,1812,27.2710074588,47.0198675497,30.5803571429,6.66666666667,0.0664441899602
060750230031,3.0,0.896325067224,0.0,0.0,0.0,3347,31.074791194,46.3101284733,8.5201793722,2.72628135224,0.107707883831
060750230032,1.0,0.978473581213,0.0,0.0,214.226642995,1022,19.9036026492,49.1193737769,17.3387096774,15.6462585034,0.0513474880912
060750231021,6.0,2.16841344416,0.0,0.0,15.392035623,2767,21.2948812844,45.5366823274,33.2648870637,3.75494071146,0.129937329213
060750231022,3.0,1.42653352354,0.0,0.0,0.0,2103,32.9740473645,42.463147884,39.1696750903,0.0,0.0637774300727
060750231031,4.0,8.67678958785,0.0,0.0,0.0,461,1.7069846787,53.1453362256,55.701754386,12.3076923077,0.270066864543
060750231032,7.0,2.8305701577,1.0,5.2074570673,26.0372853365,2473,12.8780413274,42.3372422159,45.085995086,5.89595375723,0.192032308107
060750232001,4.0,2.4434941967,1.0,13.3836734103,93.6857138721,1637,21.9090733727,53.5125229078,33.3333333333,8.31460674157,0.0747179021292
060750232002,1.0,0.790513833992,0.0,0.0,55.1625802269,1265,6.3436967261,50.1976284585,20.320855615,0.0,0.199410541616
060750232003,7.0,4.94001411433,0.0,0.0,52.9506015213,1417,25.0103341186,39.1672547636,37.3033707865,14.4230769231,0.0566565801673
060750233001,4.0,1.188001188,0.0,0.0,40.905399893,3367,13.772848144,48.9159489159,11.9019836639,16.2267839687,0.244466501395
060750234001,4.0,3.16957210777,0.0,0.0,46.1553097607,1262,8.32114298829,52.2979397781,12.0393120393,7.70975056689,0.151661857244
060750234002,9.0,3.69306524415,0.0,0.0,11.0972162485,2437,13.5219579988,58.0631924497,37.4045801527,17.3501577287,0.180225378619
060750251001,0.0,0.0,0.0,0.0,46.7985728513,1862,29.0463142164,53.276047261,9.56651718984,0.741839762611,0.0641045189461
060750251002,0.0,0.0,0.0,0.0,0.0,828,19.8853145834,60.38647343,3.44827586207,2.83505154639,0.0416387679726
060750251003,6.0,8.42696629213,0.0,0.0,109.456475224,712,6.49441752995,45.2247191011,2.62295081967,6.72782874618,0.109632618586
060750252001,3.0,1.4684287812,0.0,0.0,120.455182167,2043,41.014989528,44.9339207048,10.2787456446,0.0,0.0498110574576
060750252002,2.0,1.6992353441,0.0,0.0,9.70557667512,1177,11.4234637466,54.8853016143,5.56701030928,11.6575591985,0.103033547977
060750252003,1.0,0.680272108844,0.0,0.0,18.9856732283,1470,27.9089396456,41.0884353741,2.77296360485,7.82747603834,0.0526712952433
060750252004,1.0,0.789265982636,2.0,40.4548764127,121.364629238,1267,25.6281642075,56.0378847672,8.25335892514,0.0,0.0494377977971
060750253001,1.0,0.812347684809,0.0,0.0,0.0,1231,36.590444973,48.7408610885,0.0,7.24907063197,0.0336426627473
060750253002,1.0,1.53846153846,0.0,0.0,74.5615840092,650,24.232514803,51.8461538462,2.28013029316,0.0,0.0268234644768
060750253003,12.0,11.673151751,3.0,95.0925043471,602.252527532,1028,32.5850314896,51.0700389105,28.4789644013,18.253968254,0.0315482279134
060750253004,18.0,9.95024875622,8.0,144.079912972,306.169815065,1809,32.5800703207,56.7164179104,8.54961832061,11.3667117727,0.0555247420338
060750254011,3.0,2.0297699594,0.0,0.0,54.9587046327,1478,27.0763218157,45.0608930988,7.74774774775,14.8773006135,0.0545864394011
060750254012,3.0,3.08008213552,1.0,18.9691612048,94.845806024,974,18.4759630135,56.3655030801,4.85175202156,7.25,0.0527171438528
060750254013,1.0,1.11234705228,2.0,54.998666143,164.995998429,899,24.7219004313,47.7196885428,3.57142857143,14.6814404432,0.0363645182739
060750254021,3.0,2.29007633588,0.0,0.0,114.485140283,1310,37.4938834428,53.7404580153,2.20588235294,0.0,0.0349390321757
060750254022,1.0,1.29701686122,0.0,0.0,0.0,771,24.4850901657,50.9727626459,3.9755351682,7.36543909348,0.0314885505744
060750254023,2.0,1.6583747927,0.0,0.0,41.0611532961,1206,24.7598754375,55.3067993367,2.08816705336,0.0,0.0487078379309
060750254031,1.0,0.417362270451,1.0,13.3760999422,13.3760999422,2396,32.0491354615,54.0066777963,11.0619469027,6.74002751032,0.0747602069604
060750254032,0.0,0.0,0.0,0.0,7.9315705419,2729,21.6452560089,51.5939904727,14.375,5.32544378698,0.126078434872
060750255001,2.0,1.93986420951,0.0,0.0,0.0,1031,16.7677270042,49.4665373424,12.4352331606,3.74064837905,0.0614871651801
060750255002,2.0,1.61812297735,1.0,17.5942923026,52.7828769077,1236,21.746545286,54.4498381877,0.0,4.375,0.0568366139884
060750255003,5.0,3.39673913043,0.0,0.0,75.8504736881,1472,37.2172990896,51.1548913043,6.9825436409,0.0,0.0395514998672
060750255004,1.0,0.762195121951,0.0,0.0,255.026201505,1312,37.1771529305,46.2652439024,3.86363636364,0.0,0.0352904915138
060750255005,0.0,0.0,1.0,18.6068014364,55.8204043091,1522,28.3195517862,48.7516425756,6.84210526316,0.0,0.0537437884431
060750255006,4.0,1.88412623646,1.0,5.88191829177,35.2915097506,2123,12.4873125334,52.6142251531,4.06386066763,0.0,0.170012562296
060750256001,1.0,0.49115913556,0.0,0.0,14.7593534245,2036,30.0500435723,49.0667976424,2.55474452555,1.26126126126,0.0677536455182
060750256002,0.0,0.0,0.0,0.0,0.0,829,17.1695022167,61.7611580217,8.16326530612,5.50964187328,0.0482832868151
060750256003,0.0,0.0,0.0,0.0,0.0,954,21.5047066902,58.4905660377,6.79611650485,20.3608247423,0.0443623813959
060750256004,1.0,0.568504832291,0.0,0.0,70.0043576075,1759,30.7844162579,58.0443433769,18.3770883055,0.0,0.0571393001336
060750257011,1.0,0.524109014675,0.0,0.0,13.3474119448,1908,25.4668619908,47.641509434,4.29594272076,7.30088495575,0.0749208913407
060750257012,2.0,0.92980009298,0.0,0.0,75.237886682,2151,20.2295867816,39.9349139935,17.9276315789,0.0,0.106329408664
