BGFIPS10,Drunk,DrunkP1k,Bars,BarPSqMi,RetailPSqMi,Pop,PopDens1k,pMale,pHHPov,VacantHU,SqMiles
060750257013,0.0,0.0,0.0,0.0,16.9766717834,1057,17.944342075,52.2232734153,18.0592991914,0.0,0.0589043608052
060750257021,3.0,1.62601626016,1.0,20.1928740895,121.157244537,1845,37.2558526952,49.4850948509,4.2194092827,0.0,0.0495224204126
060750257022,6.0,3.72670807453,1.0,10.2626967084,328.406294668,1610,16.5229417005,45.0931677019,20.1570680628,8.61244019139,0.0974402760226
060750257023,0.0,0.0,0.0,0.0,0.0,1376,23.2229603871,48.1831395349,1.73410404624,15.8150851582,0.0592517050826
060750258001,0.0,0.0,0.0,0.0,0.0,1139,28.6287961666,41.3520632133,14.6875,11.6022099448,0.0397851168234
060750258002,2.0,2.33918128655,0.0,0.0,18.356079885,855,15.6944483017,45.1461988304,31.8791946309,0.0,0.0544778627171
060750259001,2.0,0.999000999001,0.0,0.0,0.0,2002,12.8062546688,46.8031968032,2.62751159196,1.37195121951,0.156329860039
060750259002,0.0,0.0,0.0,0.0,0.0,1455,13.9600024453,55.3264604811,6.92167577413,12.7186009539,0.104226342774
060750259003,0.0,0.0,0.0,0.0,0.0,539,21.4824989489,54.9165120594,16.5745856354,0.0,0.0250901909169
060750260011,7.0,2.52343186734,2.0,24.7071509277,148.242905566,2774,34.2688183367,37.1665465032,17.1761280932,11.3548387097,0.080948224498
060750260012,10.0,3.7397157816,0.0,0.0,183.256064525,2674,35.0019083242,50.1495886313,17.3126614987,11.8451025057,0.076395834628
060750260021,0.0,0.0,0.0,0.0,0.0,1849,30.3033998537,46.1330448891,8.92388451444,2.05655526992,0.0610162558962
060750260022,1.0,0.588235294118,0.0,0.0,13.1046378244,1700,22.2778843015,53.6470588235,2.36886632826,7.07547169811,0.076308862053
060750260031,1.0,0.407166123779,0.0,0.0,13.4824618341,2456,33.1129262645,54.0309446254,6.31741140216,7.8125,0.0741704306162
060750260032,0.0,0.0,0.0,0.0,24.8551355763,2641,32.8212065286,50.8140855736,4.16666666667,1.0989010989,0.0804662679814
060750260041,2.0,0.849617672048,0.0,0.0,103.59883422,2354,34.8388079649,51.7417162277,17.4578866769,4.11160058737,0.0675683278938
060750260042,0.0,0.0,0.0,0.0,0.0,2304,37.704242914,46.2673611111,11.9170984456,0.0,0.0611071811004
060750261001,6.0,3.73831775701,1.0,16.3684583178,245.526874766,1605,26.2713756,37.8193146417,16.5271966527,0.0,0.061093108501
060750261002,2.0,0.746547219112,0.0,0.0,228.404444244,2679,33.9941947849,45.2780888391,11.4449213162,0.0,0.0788075733798
060750261003,0.0,0.0,0.0,0.0,21.4150696287,1720,36.8339197613,40.6976744186,6.22222222222,0.0,0.046696089125
060750261004,4.0,3.83509108341,0.0,0.0,9.65569467166,1043,10.0708895425,40.1725790988,18.3333333333,2.7027027027,0.103565826593
060750262001,1.0,0.666666666667,0.0,0.0,24.2216584189,1500,18.1662438141,50.5333333333,0.0,0.0,0.0825707292793
060750262002,1.0,0.62656641604,0.0,0.0,43.348418235,1596,34.5920377515,53.1954887218,13.2352941176,5.77367205543,0.0461377849858
060750262003,0.0,0.0,1.0,21.3706425714,128.223855429,1932,41.288081448,52.4327122153,12.5319693095,7.34597156398,0.0467931648128
060750262004,3.0,1.83038438072,0.0,0.0,71.9048847416,1639,29.4630265229,48.6272117145,10.152284264,2.23325062035,0.0556290440403
060750262005,0.0,0.0,0.0,0.0,0.0,1200,18.9306916215,42.3333333333,1.9305019305,15.9090909091,0.063389126187
060750263011,2.0,1.45243282498,0.0,0.0,175.69883333,1377,34.5624704993,42.4836601307,9.14454277286,4.23728813559,0.0398409019988
060750263012,5.0,2.56147540984,3.0,43.4437013188,275.143441686,1952,28.2673683248,49.6926229508,8.73634945398,0.927357032457,0.0690548896372
060750263013,0.0,0.0,0.0,0.0,0.0,1343,40.7036205924,57.8555472822,29.4736842105,0.0,0.0329946078617
060750263021,0.0,0.0,0.0,0.0,193.391859566,1198,28.96043097,52.1702838063,5.99369085174,6.76470588235,0.0413667877126
060750263022,0.0,0.0,0.0,0.0,0.0,1464,25.9195854634,43.0327868852,9.75,0.0,0.0564823848001
060750263023,1.0,0.379794910748,0.0,0.0,0.0,2633,15.2847265068,49.4492973794,1.01910828025,1.50564617315,0.172263468295
060750263031,3.0,1.09930377428,0.0,0.0,97.5054120094,2729,33.2615336717,49.9083913521,5.1724137931,5.69105691057,0.0820467278188
060750263032,0.0,0.0,0.0,0.0,0.0,2636,32.1903209733,54.7420333839,16.8128654971,3.93258426966,0.0818879688148
060750264011,1.0,0.423908435778,0.0,0.0,28.3801071001,2359,33.4743363245,50.7418397626,17.1428571429,0.0,0.0704718975495
060750264012,1.0,0.693000693001,0.0,0.0,0.0,1443,23.514386901,46.7082467082,7.62711864407,0.0,0.0613666861089
