GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1500000US060750101001,060750101001,"Block Group 1, Census Tract 101, San Francisco County, California",601,110
1500000US060750101002,060750101002,"Block Group 2, Census Tract 101, San Francisco County, California",1718,112
1500000US060750102001,060750102001,"Block Group 1, Census Tract 102, San Francisco County, California",910,197
1500000US060750102002,060750102002,"Block Group 2, Census Tract 102, San Francisco County, California",1345,162
1500000US060750102003,060750102003,"Block Group 3, Census Tract 102, San Francisco County, California",849,160
1500000US060750103001,060750103001,"Block Group 1, Census Tract 103, San Francisco County, California",957,141
1500000US060750103002,060750103002,"Block Group 2, Census Tract 103, San Francisco County, California",652,136
1500000US060750103003,060750103003,"Block Group 3, Census Tract 103, San Francisco County, California",708,141
1500000US060750104001,060750104001,"Block Group 1, Census Tract 104, San Francisco County, California",339,118
1500000US060750104002,060750104002,"Block Group 2, Census Tract 104, San Francisco County, California",652,137
1500000US060750104003,060750104003,"Block Group 3, Census Tract 104, San Francisco County, California",1028,175
1500000US060750104004,060750104004,"Block Group 4, Census Tract 104, San Francisco County, California",758,149
1500000US060750105001,060750105001,"Block Group 1, Census Tract 105, San Francisco County, California",471,90
1500000US060750105002,060750105002,"Block Group 2, Census Tract 105, San Francisco County, California",1459,104
1500000US060750106001,060750106001,"Block Group 1, Census Tract 106, San Francisco County, California",911,152
1500000US060750106002,060750106002,"Block Group 2, Census Tract 106, San Francisco County, California",708,149
1500000US060750106003,060750106003,"Block Group 3, Census Tract 106, San Francisco County, California",497,120
1500000US060750107001,060750107001,"Block Group 1, Census Tract 107, San Francisco County, California",571,109
1500000US060750107002,060750107002,"Block Group 2, Census Tract 107, San Francisco County, California",578,98
1500000US060750107003,060750107003,"Block Group 3, Census Tract 107, San Francisco County, California",916,143
1500000US060750107004,060750107004,"Block Group 4, Census Tract 107, San Francisco County, California",694,131
1500000US060750108001,060750108001,"Block Group 1, Census Tract 108, San Francisco County, California",779,151
1500000US060750108002,060750108002,"Block Group 2, Census Tract 108, San Francisco County, California",836,139
1500000US060750108003,060750108003,"Block Group 3, Census Tract 108, San Francisco County, California",1140,173
1500000US060750109001,060750109001,"Block Group 1, Census Tract 109, San Francisco County, California",628,137
1500000US060750109002,060750109002,"Block Group 2, Census Tract 109, San Francisco County, California",1012,154
1500000US060750109003,060750109003,"Block Group 3, Census Tract 109, San Francisco County, California",1309,157
