GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2014 Inflation-adjusted dollars)
1500000US060750204013,060750204013,"Block Group 3, Census Tract 204.01, San Francisco County, California",156667,56905
1500000US060750204021,060750204021,"Block Group 1, Census Tract 204.02, San Francisco County, California",81739,12208
1500000US060750204022,060750204022,"Block Group 2, Census Tract 204.02, San Francisco County, California",95720,17094
1500000US060750205001,060750205001,"Block Group 1, Census Tract 205, San Francisco County, California",78021,15884
1500000US060750205002,060750205002,"Block Group 2, Census Tract 205, San Francisco County, California",104000,33033
1500000US060750205003,060750205003,"Block Group 3, Census Tract 205, San Francisco County, California",136000,35295
1500000US060750206001,060750206001,"Block Group 1, Census Tract 206, San Francisco County, California",106042,58672
1500000US060750206002,060750206002,"Block Group 2, Census Tract 206, San Francisco County, California",146250,31402
1500000US060750206003,060750206003,"Block Group 3, Census Tract 206, San Francisco County, California",175577,69555
1500000US060750206004,060750206004,"Block Group 4, Census Tract 206, San Francisco County, California",121154,28946
1500000US060750207001,060750207001,"Block Group 1, Census Tract 207, San Francisco County, California",121424,33818
1500000US060750207002,060750207002,"Block Group 2, Census Tract 207, San Francisco County, California",113542,30468
1500000US060750207003,060750207003,"Block Group 3, Census Tract 207, San Francisco County, California",122578,62042
1500000US060750208001,060750208001,"Block Group 1, Census Tract 208, San Francisco County, California",38125,30775
1500000US060750208002,060750208002,"Block Group 2, Census Tract 208, San Francisco County, California",86406,21454
1500000US060750208003,060750208003,"Block Group 3, Census Tract 208, San Francisco County, California",66500,60989
1500000US060750208004,060750208004,"Block Group 4, Census Tract 208, San Francisco County, California",36875,42761
1500000US060750209001,060750209001,"Block Group 1, Census Tract 209, San Francisco County, California",36838,12382
1500000US060750209002,060750209002,"Block Group 2, Census Tract 209, San Francisco County, California",50862,16007
1500000US060750209003,060750209003,"Block Group 3, Census Tract 209, San Francisco County, California",92292,43181
1500000US060750209004,060750209004,"Block Group 4, Census Tract 209, San Francisco County, California",52604,24233
1500000US060750210001,060750210001,"Block Group 1, Census Tract 210, San Francisco County, California",170357,247657
1500000US060750210002,060750210002,"Block Group 2, Census Tract 210, San Francisco County, California",103661,76941
1500000US060750210003,060750210003,"Block Group 3, Census Tract 210, San Francisco County, California",101163,16134
1500000US060750210004,060750210004,"Block Group 4, Census Tract 210, San Francisco County, California",76546,34692
1500000US060750211001,060750211001,"Block Group 1, Census Tract 211, San Francisco County, California",143056,39791
1500000US060750211002,060750211002,"Block Group 2, Census Tract 211, San Francisco County, California",118188,81759
1500000US060750211003,060750211003,"Block Group 3, Census Tract 211, San Francisco County, California",92857,49336
1500000US060750211004,060750211004,"Block Group 4, Census Tract 211, San Francisco County, California",106094,45182
1500000US060750212001,060750212001,"Block Group 1, Census Tract 212, San Francisco County, California",110850,18282
1500000US060750212002,060750212002,"Block Group 2, Census Tract 212, San Francisco County, California",131172,10959
1500000US060750212003,060750212003,"Block Group 3, Census Tract 212, San Francisco County, California",154205,31983
1500000US060750213001,060750213001,"Block Group 1, Census Tract 213, San Francisco County, California",137361,65202
1500000US060750213002,060750213002,"Block Group 2, Census Tract 213, San Francisco County, California",149583,56063
1500000US060750214001,060750214001,"Block Group 1, Census Tract 214, San Francisco County, California",143750,28757
1500000US060750214002,060750214002,"Block Group 2, Census Tract 214, San Francisco County, California",100972,28443
1500000US060750214003,060750214003,"Block Group 3, Census Tract 214, San Francisco County, California",147188,38739
1500000US060750215001,060750215001,"Block Group 1, Census Tract 215, San Francisco County, California",90735,79510
1500000US060750215002,060750215002,"Block Group 2, Census Tract 215, San Francisco County, California",111278,74497
1500000US060750215003,060750215003,"Block Group 3, Census Tract 215, San Francisco County, California",76250,68350
1500000US060750215004,060750215004,"Block Group 4, Census Tract 215, San Francisco County, California",107431,30314
1500000US060750215005,060750215005,"Block Group 5, Census Tract 215, San Francisco County, California",101750,33448
1500000US060750216001,060750216001,"Block Group 1, Census Tract 216, San Francisco County, California",149688,46695
1500000US060750216002,060750216002,"Block Group 2, Census Tract 216, San Francisco County, California",98278,21688
1500000US060750217001,060750217001,"Block Group 1, Census Tract 217, San Francisco County, California",107895,21632
1500000US060750217002,060750217002,"Block Group 2, Census Tract 217, San Francisco County, California",127969,31595
1500000US060750217003,060750217003,"Block Group 3, Census Tract 217, San Francisco County, California",69219,32266
1500000US060750218001,060750218001,"Block Group 1, Census Tract 218, San Francisco County, California",116734,27156
1500000US060750218002,060750218002,"Block Group 2, Census Tract 218, San Francisco County, California",134732,29793
1500000US060750218003,060750218003,"Block Group 3, Census Tract 218, San Francisco County, California",99000,37182
1500000US060750218004,060750218004,"Block Group 4, Census Tract 218, San Francisco County, California",134926,10315
1500000US060750226001,060750226001,"Block Group 1, Census Tract 226, San Francisco County, California",210625,74711
1500000US060750226002,060750226002,"Block Group 2, Census Tract 226, San Francisco County, California",160694,22155
1500000US060750227021,060750227021,"Block Group 1, Census Tract 227.02, San Francisco County, California",162969,47280
1500000US060750227022,060750227022,"Block Group 2, Census Tract 227.02, San Francisco County, California",148487,24834
1500000US060750227041,060750227041,"Block Group 1, Census Tract 227.04, San Francisco County, California",132857,16934
1500000US060750227042,060750227042,"Block Group 2, Census Tract 227.04, San Francisco County, California",151281,16802
1500000US060750228011,060750228011,"Block Group 1, Census Tract 228.01, San Francisco County, California",57000,55483
1500000US060750228012,060750228012,"Block Group 2, Census Tract 228.01, San Francisco County, California",97102,43602
1500000US060750228013,060750228013,"Block Group 3, Census Tract 228.01, San Francisco County, California",92639,33211
1500000US060750228021,060750228021,"Block Group 1, Census Tract 228.02, San Francisco County, California",58041,26389
1500000US060750228022,060750228022,"Block Group 2, Census Tract 228.02, San Francisco County, California",62500,50584
1500000US060750228031,060750228031,"Block Group 1, Census Tract 228.03, San Francisco County, California",60975,5845
1500000US060750228032,060750228032,"Block Group 2, Census Tract 228.03, San Francisco County, California",101250,27834
1500000US060750228033,060750228033,"Block Group 3, Census Tract 228.03, San Francisco County, California",93913,20879
1500000US060750229011,060750229011,"Block Group 1, Census Tract 229.01, San Francisco County, California",50375,31728
1500000US060750229012,060750229012,"Block Group 2, Census Tract 229.01, San Francisco County, California",100313,57083
1500000US060750229013,060750229013,"Block Group 3, Census Tract 229.01, San Francisco County, California",58920,11628
1500000US060750229021,060750229021,"Block Group 1, Census Tract 229.02, San Francisco County, California",97455,41809
1500000US060750229022,060750229022,"Block Group 2, Census Tract 229.02, San Francisco County, California",87361,17282
1500000US060750229031,060750229031,"Block Group 1, Census Tract 229.03, San Francisco County, California",56731,48399
1500000US060750229032,060750229032,"Block Group 2, Census Tract 229.03, San Francisco County, California",64677,55440
1500000US060750229033,060750229033,"Block Group 3, Census Tract 229.03, San Francisco County, California",88636,27126
1500000US060750230011,060750230011,"Block Group 1, Census Tract 230.01, San Francisco County, California",46224,4335
1500000US060750230012,060750230012,"Block Group 2, Census Tract 230.01, San Francisco County, California",65208,14189
1500000US060750230013,060750230013,"Block Group 3, Census Tract 230.01, San Francisco County, California",57045,12700
1500000US060750230031,060750230031,"Block Group 1, Census Tract 230.03, San Francisco County, California",82024,14975
1500000US060750230032,060750230032,"Block Group 2, Census Tract 230.03, San Francisco County, California",86023,26801
1500000US060750231021,060750231021,"Block Group 1, Census Tract 231.02, San Francisco County, California",39655,9688
1500000US060750231022,060750231022,"Block Group 2, Census Tract 231.02, San Francisco County, California",31719,6158
1500000US060750231031,060750231031,"Block Group 1, Census Tract 231.03, San Francisco County, California",10833,7277
1500000US060750231032,060750231032,"Block Group 2, Census Tract 231.03, San Francisco County, California",18952,5498
1500000US060750232001,060750232001,"Block Group 1, Census Tract 232, San Francisco County, California",55375,26330
1500000US060750232002,060750232002,"Block Group 2, Census Tract 232, San Francisco County, California",43229,9763
1500000US060750232003,060750232003,"Block Group 3, Census Tract 232, San Francisco County, California",38693,13794
1500000US060750233001,060750233001,"Block Group 1, Census Tract 233, San Francisco County, California",70450,16021
1500000US060750234001,060750234001,"Block Group 1, Census Tract 234, San Francisco County, California",58750,36013
1500000US060750234002,060750234002,"Block Group 2, Census Tract 234, San Francisco County, California",37292,38946
1500000US060750251001,060750251001,"Block Group 1, Census Tract 251, San Francisco County, California",84519,33925
1500000US060750251002,060750251002,"Block Group 2, Census Tract 251, San Francisco County, California",95804,26348
1500000US060750251003,060750251003,"Block Group 3, Census Tract 251, San Francisco County, California",106193,37405
1500000US060750252001,060750252001,"Block Group 1, Census Tract 252, San Francisco County, California",70603,38351
1500000US060750252002,060750252002,"Block Group 2, Census Tract 252, San Francisco County, California",109375,58585
1500000US060750252003,060750252003,"Block Group 3, Census Tract 252, San Francisco County, California",81641,60201
1500000US060750252004,060750252004,"Block Group 4, Census Tract 252, San Francisco County, California",132094,24053
1500000US060750253001,060750253001,"Block Group 1, Census Tract 253, San Francisco County, California",157788,67094
1500000US060750253002,060750253002,"Block Group 2, Census Tract 253, San Francisco County, California",157961,74041
1500000US060750253003,060750253003,"Block Group 3, Census Tract 253, San Francisco County, California",53603,27474
1500000US060750253004,060750253004,"Block Group 4, Census Tract 253, San Francisco County, California",85250,30543
1500000US060750254011,060750254011,"Block Group 1, Census Tract 254.01, San Francisco County, California",72039,83908
